皮爾力巴斯直屬隊員	Philipas' Soldier	필리파스 직속 부대원
消滅吞掉項鍊的地心蟲王	Defeat the Reaverpede that swallowed the necklace	목걸이를 삼킨 리버피드 처치
與朝聖者傑紐斯對話	Talk to Pilgrim Zenius	순례자 재뉴스와 대화
用食物殘渣來對怪物做實驗	Experiment the monsters using the Food Scraps	음식 찌꺼기로 몬스터를 실험하기
觀察懶惰的樹根水晶	Observe the Indolent Tree Root Crystal	나태의 나무뿌리 수정 살펴보기
破壞變質的保護石	Destroy the deformed protection stone	변질된 보호석 파괴
破壞詛咒的樹根水晶保護石	Destroy the Cursed Tree Root Crystal Protection Stone	저주의 나무뿌리 수정 보호석 파괴
流民營地裡變質的樹根水晶	Spoiled Tree Root Crystal at the Nomads Camp	유랑민 캠프의 변질된 나무뿌리 수정
解除被召喚的樹根水晶核	Destroy the Reformed Tree Root Crystal's Core	소환된 나무뿌리 수정 핵 해체
破壞懶惰的樹根水晶	Destroy the Indolent Tree Root Crystal	나태의 나무뿌리 수정 파괴
吉寇雷山麓裡變質的樹根水晶	Spoiled Tree Root Crystal at Pusapskritimis Shore	지코레 기슭의 변질된 나무뿌리 수정
在樹根水晶上點火	Light the Tree Root Crystal on fire	나무뿌리 수정에 불 붙이기
破壞吉寇雷山麓裡變質的樹根水晶	Destroy the Tree Root Crystal at Pusapskritimis Shore	지코레 기슭의 변질된 나무뿌리 수정 파괴
朝聖者墳墓右邊的變質樹根水晶	Spoiled Tree Root Crystal at the right side of the Pilgrim's Tomb	순례자의 무덤 오른쪽의 변질된 나무뿌리 수정
消滅仙人掌妖精	Defeat Cactusvel	캑터스벨 처치
帕修克堤蜿蜒路的懶惰的樹根水晶	Tree Root Crystal of Sloth at Posukis Path	파수크티 굽잇길의 나태의 나무뿌리 수정
從怪物身上找樹根水晶	Look for the Core of the Tree Root Crystal from the monsters	몬스터로부터 나무뿌리 수정 핵 찾기
封印變形的樹根水晶	Seal the mutated Tree Root Crystal	변형된 나무뿌리 수정 봉인하기
諾雷堤泉水的樹根水晶	The Tree Root Crystal at Noras Fountain	노레티 샘터의 나무뿌리 수정
消滅變身後的暴食者	Defeat the Shape-shifting Glutton	변신한 글러튼 처치
消滅正在變身成樹根水晶的暴食者	Defeat the Glutton that was once a Tree Root Crystal	나무뿌리 수정으로 변신해 있던 글러튼 처치
將邪惡氣息重新放入箱子裡	Return the evil energy into the Treasure Chest	사악한 기운을 상자에 다시 넣어두기
消滅衝過來的怪物	Defeat the monsters swarming out	몰려나온 몬스터 처치
與朝聖者葛拉奇烏斯對話	Talk to Pilgrim Gracius	순례자 그라치우스와 대화
消滅湧進祭壇附近的怪物	Defeat the monsters that rushed out of the altar	제단 근처에서 몰려 나온 몬스터 처치
在祭壇祈禱	Pray to the altar	제단에 기도
去做實驗	Go and Test the Reagent	시험하러 가기
告訴朝聖者葛拉奇烏斯結果	Let Pilgrim Gracius know the results	순례자 그라치우스에게 결과 알려주기
尋找朝聖者的經典	Get the Scripture from the Pilgrim's Soul	순례자의 경전 구하기
將靈魂從怪物身上解放	Release the souls from the monsters	몬스터로부터 영혼 해방
消滅靈魂被束縛的怪物	Defeat the monsters with souls trapped inside them	영혼이 갇힌 몬스터 처치
拯救祭壇的靈魂們	Save the souls at the altars	제단의 영혼들을 구원
去見朝聖者葛拉奇烏斯	Meet Pilgrim Gracius	순례자 그라치우스와 만나기
在切利茲上坡路上的祭壇	Chliz Uphill Altar	츠리즈 오름길로 가는 길의 제단
為憤怒的靈魂們收集花	Collect flowers for the wrathful souls	분노한 영혼들을 위한 꽃 수집
收拾祭壇	Check the Altar	제단 치우기
祭壇的靈魂們	Souls of the Altar	제단의 영혼들
布朗金堤丘陵的祭壇	Branginti Hill Altar	브랑긴티 언덕의 제단
帶回朝聖者遺失的經典散頁	Gather the Pilgrim's Lost Scripture Pages	순례자가 잃어버린 경전의 낱장 구해오기
從怪物身上收集經典散頁	Obtain Scripture Pages from the monsters	몬스터로부터 경전의 낱장 구하기
祈願森林入口的祭壇	The altar near the Forest of Prayer	기원의 숲 길목의 제단
消滅泰特拉歐克斯	Defeat Tetraox	테트라옥스 처치
消滅藏匿在祭壇裡的泰特拉歐克斯	Defeat the Tetraox that hid in the altar	제단에 숨어 있던 테트라옥스 처치
露達珠林蔭道上方的祭壇	Northern Rudiziu Trail Altar	루다주 숲길 위쪽의 제단
與受到束縛的靈魂對話	Talk to the Trapped Soul	속박되어 있던 영혼과 대화
消滅出現在祭壇上的摩吉	Defeat Merge	제단에서 나타난 머지 처치
冷卻祭壇	Cool the Altar	제단 식히기
噴灑怪物的體液	Spray the Cold Monster Fluid	몬스터의 체액 뿌리기
從怪物身上取得怪物的體液	Get monster's fluid from the monsters	몬스터들로부터 몬스터의 체액 획득
接受聖所的祝福	Receive the Sanctum's Blessing	성소의 축복 받기
向聖所捐款	Offer contributions to the Sanctum	성소에 헌금 하기
將怪物誘導至聖所後消滅	Lure monsters to the sanctum and defeat them	성소로 몬스터 유인 뒤 처치
膜拜聖所	Pay worship to the sanctum	성소에 경배 하기
膜拜聖所	Offer Worship to the Sanctum	성소에 경배 드리기
消滅聖所周圍的怪物	Defeat the monsters near the Sanctum	성소 주변의 몬스터 물리치기
去找聖水祭師大師	Go to the Priest Master	프리스트 마스터 찾아가기
消滅湧入聖所附近的怪物	Defeat the monsters that gathered around the sanctum	성소 주변에 몰려 든 몬스터 처치
用聖水淨化聖所	Purify the sanctum using Holy Water	성수로 성소 정화
膜拜聖者之墓附近的女神像	Pray in front of the Goddess Statue near the grave of the saint	성자의 무덤 근처의 여신상에 경배
消滅假冒女神像的怪物	Defeat the monster that was disguised as a Goddess Statue	가짜 여신상으로 변해있던 몬스터 처치
尋找真的女神像	Find the True Goddess Statue	진짜 여신상 찾기
向雕刻家泰斯拉索取建議	Get advice from Sculptor Tesla	조각가 테슬라에게 조언 구하기
請與雕刻家泰斯拉討論關於毫無反應的女神像。	Talk with Tesla about the Goddess Statue that does respond	아무런 반응도 보이지 않는 여신상에 대해 조각가 테슬라와 상의하세요.
回到祈願森林	Return to the Forest of Prayer	기원의 숲으로 돌아가기
觀察女神像	Inspect the Goddess Statue	여신상 살펴보기
收集修復女神像所需的材料	Obtain the materials to repair the Goddess Statue with	여신상을 보수할 재료 구하기
修復女神像	Repair the Goddess Statue	여신상 보수
觀察女神像是否成功修好	Check if the Goddess Statue is well repaired	여신상이 제대로 보수되었는지 살펴 보기
破壞魔族召喚陣	Destroy the demon summoning circles	마족 소환진 망가뜨리기
消滅蜂擁而至的怪物	Defeat the monsters that rushed out	몰려 나온 몬스터 처치
去找牧師大師	Go to the Cleric Master	클레릭 마스터 찾아 가기
聽牧師大師的建議	Listen to the advice of the Cleric Master	클레릭 마스터에게 조언 듣기
尋找聖所裡的信仰的標誌	Look for the Symbol of Faith at the sanctum	성소에서 신앙의 표식 찾기
在聖所內燒掉聖所的徽章	Burn the badges of the sanctum	성소의 휘장을 성소에서 태우기
去拉薛基歐市內裝清澈的水回來	Obtain some Pure Water from Ryskus Stream	리쉬키오 시내의 맑은 물 떠오기
膜拜瓦卡麗涅女神像	Pray in front of the Vakarine Statue	바카리네 여신상에 경배
女神像守護	Protect the Goddess Statue	여신상 수호
獻花	Devote Flowers	헌화 하기
索取寬恕者大師的建議	Get advice from the Pardoner Master	파드너 마스터에게 조언 구하기
淨化聖所的汙染	Purify the corruption at the sanctum	성소의 오염 정화하기
詢問寬恕者大師淨化聖所的方法	Ask the Pardoner Master how to purify the sanctum	파드너 마스터에게 성소를 정화하는 방법 묻기
消滅鋼鐵巴溫	Defeat Ironbaum	아이언 바움 처치
交給朝聖者泰伍皮里斯	Hand it over to Pilgrim Theophilis	순례자 테오필리스에게 전달
消滅怪物並尋找朝聖者泰伍皮里斯的背包	Defeat monsters and retrieve Theophilis' bag	몬스터를 처치하고 태오필리스의 가방 찾기
收集蘆葦樹液結晶	Obtain Reed Sap Crystals	갈대 수액 결정 구하기
將材料拿給泰伍皮里斯	Take the ingredients to Pilgrim Theophilis	테오필리스에게 재료 가져다 주기
搜查衛塔斯的攜帶品	Search through Witas' belongings	위타스의 소지품 수색
交給朝聖者衛塔斯	Give them to Pilgrim Witas	순례자 위타스에게 전달
相會廣場的墓碑	The Tombstone at the Meeting Plaza	만남의 광장의 묘비
尋找畫的碎片	Look for Pieces of the Portrait	그림 조각 찾기
獵殺怪物後尋找畫的碎片	Look for the pieces of the Portrait by hunting the monsters	몬스터를 사냥해서 그림 조각 찾기
被丟棄在威德羅卡入口的箱子	The Abandoned Chest at Klajone Access Road	위드로카 진입로에 버려진 상자
尋找箱子鑰匙	Look for the Chest's key	상자 열쇠 찾아 보기
打開箱子	Open the chest	상자 열기
消滅怪獸獲得鑰匙	Obtain the key by defeating the monsters	몬스터를 처치하여 열쇠 획득
淨化虛假之泉	Purify the Pond of Silence	가식의 샘 정화
在兄弟之樹設置能收集樹液的甕	Place the pots that will store the sap of the Tree of the Brothers	형제의 나무에 수액을 모을 항아리 설치
用兄弟之樹的樹液來淨化寂靜之泉	Purify the Pond of Silence with the sap of the Tree of the Brothers	형제 나무의 수액으로 고요의 샘 정화
邪惡氣息的出現	The appearance of an evil energy	사악한 기운의 출현
消滅夢魔	Defeat Succubus	서큐버스 처치
花紋石的秘密	The secret of the symbolized stone	문양석의 비밀
消滅正在守護隱藏空間的怪物	Defeat the monsters that are protecting the hidden space	숨겨진 공간을 지키고 있는 몬스터 처치
觀察凹槽	Look at the pothole	패인 곳 살펴 보기
再次觀察凹槽	Look closely into the pothole	다시 패인 곳 살펴보기
守護箱子的怪物們	The monsters that are protecting the boxes	상자를 지키는 몬스터들
消滅湧入箱子四周的怪物	Defeat the monsters that gathered around the treasure chest	상자 주변으로 몰려 든 몬스터 처치
消滅寶物箱附近的怪物	Defeat the monsters that are around the treasure chest	보물 상자 주변의 몬스터 처치
與變弱的貓頭鷹對話	Talk with the Weak Owl	약해진 부엉이와 대화
從油箱獲得油	Obtain Oil from the Oil Box	기름 상자에서 기름 획득
回去找力量變弱的貓頭鷹	Return to the Weak Owl	약해진 부엉이에게 돌아가기
燃燒粉碎的雕像堆	Burn the destroyed fragments of the Sculptures	부서진 조각상더미를 태우기
請守護火焰直到雕像燒完為止。	Protect the fires until the Sculptures burn completely	조각상이 다 탈 동안 불을 지켜 주세요.
向貓頭鷹隊長雕像報告	Report to the Owl Chief Sculpture	대장 부엉이 조각상에게 보고
與主教亞烏雷利屋斯對話	Talk to Bishop Aurelius	주교 아우렐리우스와 대화
收集靈魂精髓	Collect Spirit Essences	영혼의 정수 수집
與主教亞烏雷利屋斯對話	Talk with Bishop Aurelius	주교 아우렐리우스와 대화하기
在帕瑪朵新郎尋找完整的經典	Look for a Complete Scripture at Pamaldu Groom	파말두 신랑에서 온전한 경전 찾기
在安定祭壇上完成靈魂的容器	Complete the vessel for the spirit at the Altar of Stability	안정의 제단에서 영혼의 그릇 완성
用靈魂的經典來呼喚主教亞烏雷利屋斯	Call Bishop Aurelius with the Spirit's Scripture	영혼의 경전으로 주교 아우렐리우스 호출
解開梅米雷經堂的秘密	Solve the secret of Meile Oratorium	메밀레 경당의 비밀 풀기
尋找救援的聖遺物	Look for the Holy Relic of Salvation	구원의 성유물 찾기
將聖遺物放入小會堂的祭壇內	Insert the Relic of Mercy into the altar at the Small Hall	소회당의 제단에 성유물 끼워넣기
察看梅伊班的秘密	Look at Maven's secret	메이번의 비밀 살펴보기
與祭司伊內亞對話	Talk to Priest Inea	사제 이네아와 대화하기
搜查傳聞的聖物	Look for the Scriptural Relics	말씀의 성물 수색
交給祭司伊內亞	Hand it over to Priest Inea	사제 이네아에게 전달
與祭司伊內亞對話	Talk with Priest Inea	사제 이네아와 대화
使用聖力探測晶球來尋找聖物	Find the relics using the Orb of Divine Detection	성력 탐지 구슬을 사용하여 성물 찾기
與祭司亞汀對話	Talk with Priest Aden	사제 아덴과 대화
接收祭司們的研究報告書	Bring the Priests' Research Reports	사제들의 연구 보고서를 받아오기
將報告書交給祭司亞汀	Hand it over to Priest Aden	사제 아덴에게 전달
與大教堂大回廊的主教亞烏雷利屋斯對話	Talk to Bishop Aurelius at the Grand Corridor	대성당 대회랑의 주교 아우렐리우스와 대화
解開慈愛的講台的秘密	Solve the secret at the Platform of Benevolence	자애의 단상의 비밀 풀기
獲得梅伊班的第二把鑰匙	Obtain Maven's Second Key	메이번의 두 번째 열쇠 획득
與在烏歐利艾禮拜室的主教亞烏雷利屋斯對話	Talk to Bishop Aurelius at Uola Chapel	우올리에 예배실의 주교 아우렐리우스와 대화
消滅覬覦靈力信物的魔族	Defeat the demons that are after the Holy Symbol of Spiritual Power	영력의 신표를 노리는 마족 처치
獲得靈力信物	Obtain the Holy Symbol of Spiritual Power	영력의 신표 획득
幫靈力信物充電	Recharge the Holy Symbol of Spiritual Power	영력의 신표 충전
在貝伊尼卡祭壇獲得梅伊班的第三把鑰匙	Obtain Maven's Third Key at Karuna Altar	베이니카 제단에서 메이번의 세 번째 열쇠 획득
與祭司路歐德爾對話	Talk to Priest Ruodell	사제 루오델과 대화
尋找與那柯堤斯有關的文獻	Look for documents that are related to Naktis	나크티스에 관련된 문헌 찾기
請找出多少能幫忙解開那柯堤斯詛咒的文件。	Find the documents that will be helpful undoing Naktis' curse	나크티스의 저주를 풀 수 도움이 될만한 문서를 찾으세요.
與祭司約瑟那對話	Talk to Priest Yosana	사제 요사나와 대화
找回祭司約瑟那的研究資料	Retrieve Priest Yosana's Research	사제 요사나의 연구 자료 되찾기
與祭司大朗對話	Talk to Priest Daram	사제 다람과 대화
