凱帕	Kepa	케파
製作書-佩迪米安棒槌	Recipe - Fedimian Club	제작서-페디미안 클럽
製作書-符文鈍器	Recipe - Rune Mace	제작서-룬 메이스
製作書-尖錐棒槌	Recipe - Spiked Club	제작서-스파이크 클럽
製作書-斯堤魯斯鐵錘	Recipe - Stirus Hammer	제작서-스티루스 해머
製作書-戰錘	Recipe - War Hammer	제작서-워 해머
製作書-斯萊奇鐵錘	Recipe - Sledgehammer	제작서-슬레지 해머
製作書-艾沙奇烏鈍器	Recipe - Escanciu Mace	제작서-에산치우 메이스
製作書-克雷格鈍器	Recipe - Krag Mace	제작서-크래그 메이스
製作書-朝聖者鈍器	Recipe - Pilgrim Mace	제작서-필그림 메이스
製作書-伊斯托拉鈍器	Recipe - Istora Mace	제작서-이스토라 메이스
製作書-布拉瓦	Recipe - Burawa	제작서-부라와
製作書-上級布拉瓦	Recipe - Superior Burawa	제작서-슈페리어 부라와
製作書-鋼鐵之鎚	Recipe - Iron Fist	제작서-아이언 피스트
製作書-賽伊摩斯鈍器	Recipe - Seimos Mace	제작서-세이모스 메이스
製作書-瑪加斯鈍器	Recipe - Magas Mace	제작서-마가스 메이스
製作書-地下墓穴棒槌	Recipe - Catacombs Club	제작서-카타콤 클럽
製作書-黑暗布拉瓦	Recipe - Dark Burawa	제작서-다크 부라와
製作書-亞蒂戰鬥鐵錘	Recipe - Artie Battle Hammer	제작서-아티 배틀 해머
製作書-迪德爾布拉瓦	Recipe - Didel Burawa	제작서-디델 부라와
製作書-彼安那拉吉斯鈍器	Recipe - Vienarazis Mace	제작서-비엔나라지스 메이스
製作書-斯寇史梅修	Recipe - Skull Smasher	제작서-스컬 스매셔
製作書-摩西尼奧斯鈍器	Recipe - Masinios Mace	제작서-마시니오스 메이스
製作書-戟矛	Recipe - Spontoon	제작서-스폰툰
製作書-阿斯塔長矛	Recipe - Long Hasta	제작서-롱 아스타
製作書-多利矛	Recipe - Dory	제작서-도리
製作書-格朗戟矛	Recipe - Grand Spontoon	제작서-그랑 스폰툰
製作書-傑加矛槍	Recipe - Zega Spear	제작서-제가 스피어
製作書-佩迪米安矛槍	Recipe - Fedimian Spear	제작서-페디미안 스피어
製作書-鍍銀矛槍	Recipe - Silver Spear	제작서-실버 스피어
製作書-凱拉斯矛槍	Recipe - Geras Spear	제작서-게라스 스피어
製作書-末日矛槍	Recipe - Doom Spear	제작서-둠 스피어
製作書-費勒那斯矛槍	Recipe - Firnas	제작서-피르나스
製作書-艾達塔克矛槍	Recipe - Adatag	제작서-아다타그
製作書-舞動矛槍	Recipe - Brandish	제작서-브란디시
製作書-長戟矛	Recipe - Long Spontoon	제작서-롱 스폰툰
製作書-德式錐槍	Recipe - Alchupiz	제작서-알슈피스
製作書-格帝德式錐槍	Recipe - Gelti Alchupiz	제작서-겔티 알슈피스
製作書-騰飛矛槍	Recipe - Winged Spear	제작서-윙드 스피어
製作書-破壞長槍	Recipe - Breach Pike	제작서-브리치 파이크
製作書-牛舌長槍	Recipe - Langdebeve	제작서-랭드베브
製作書-蝠翼戟矛	Recipe - Chauve-souris 	제작서-쇼브스리
製作書-艾沙奇烏矛槍	Recipe - Escanciu Spear	제작서-에산치우 스피어
製作書-克雷格矛槍	Recipe - Krag Spear	제작서-크래그 스피어
製作書-朝聖者矛槍	Recipe - Pilgrim Spear	제작서-필그림 스피어
製作書-伊斯托拉矛槍	Recipe - Istora Spear	제작서-이스토라 스피어
製作書-荊棘槍	Recipe - Corsesca	제작서-코르세스카
製作書-上級荊棘槍	Recipe - Superior Corsesca	제작서-슈페리어 코르세스카
製作書-賽伊摩斯矛槍	Recipe - Seimos Spear	제작서-세이모스 스피어
製作書-堤爾利矛槍	Recipe - Tilly Spear	제작서-틸리 스피어
製作書-卡斯堤矛槍	Recipe - Khasti Spear	제작서-카스티 스피어
製作書-瑪加矛槍	Recipe - Maga Spear	제작서-마가 스피어
製作書-亞蒂阿斯塔矛槍	Recipe - Artie Hasta	제작서-아티 아스타
製作書-比尼荊棘槍	Recipe - Vienie Corsesca	제작서-비니 코르세스카
製作書-皮格力矛槍	Recipe - Pygry Spear	제작서-피그리 스피어
製作書-云夏德矛槍	Recipe - Wingshard Spear	제작서-윙샤드 스피어
製作書-摩西尼奧斯矛槍	Recipe - Masinios Spear	제작서-마시니오스 스피어
製作書-闊頭戟	Recipe - Partisan	제작서-파르티잔
製作書-三叉戟	Recipe - Trident	제작서-트라이던트
製作書-皇家闊頭槍	Recipe - Royal Partisan	제작서-로얄 파르티잔
製作書-尖錐長槍	Recipe - Cone Pike	제작서-콘 파이크
製作書-佩迪米安長槍	Recipe - Fedimian Pike	제작서-페디미안 파이크
製作書-梅迪納長槍	Recipe - Medina Pike	제작서-메디나 파이크
製作書-自由闊頭槍	Recipe - Free Partisan	제작서-프리 파르티잔
製作書-安特拉闊頭槍	Recipe - Entra Partisan	제작서-앤트라 파르티잔
製作書-加林三叉戟	Recipe - Galin Trident	제작서-갈린 트라이던트
製作書-優良尖錐長槍	Recipe - Pine Cone Pike	제작서-파인 콘 파이크
製作書-特雷西亞矛槍	Recipe - Tracksia	제작서-트렉시아
製作書-拉伊戴卡矛槍	Recipe - Lydeka	제작서-라이데카
製作書-烈焰長槍	Recipe - Flame Pike	제작서-플레임 파이크
製作書-皇家三叉戟 	Recipe - Royal Trident	제작서-로얄 트라이던트
製作書-戰鬥叉	Recipe - Battle Fork	제작서-배틀포크
製作書-戰戟	Recipe - Halberd	제작서-할버드
製作書-艾沙奇烏長槍	Recipe - Escanciu Pike	제작서-에산치우 파이크
製作書-克雷格長槍	Recipe - Krag Pike	제작서-크래그 파이크
製作書-朝聖者長槍	Recipe - Pilgrim Pike	제작서-필그림 파이크
製作書-伊斯托拉長槍	Recipe - Istora Pike	제작서-이스토라 파이크
製作書-元素	Recipe - Elements	제작서-엘리멘츠
製作書-戴蒙長槍	Recipe - Demon Pike	제작서-데몬 파이크
製作書-上級戴蒙長槍	Recipe - Superior Demon Pike	제작서-슈페리어 데몬 파이크
製作書-克利普	Recipe - Cripple	제작서-크리플
製作書-賽伊摩斯長槍	Recipe - Seimos Pike	제작서-세이모스 파이크
製作書-瑪加斯長槍	Recipe - Magas Pike	제작서-마가스 파이크
製作書-地下墓穴長槍	Recipe - Catacombs Pike	제작서-카타콤 파이크
製作書-杜里斯戴蒙長槍	Recipe - Duris Demon Pike	제작서-듀리스 데몬 파이크
製作書-上帝闊頭戟	Recipe - Holy Partisan	제작서-홀리 파르티잔
製作書-健康戴蒙長槍	Recipe - Hell's Demon Pike	제작서-헬스 데몬 파이크
製作書-通樂棒	Recipe - Plunger	제작서-뚫어뻥
製作書-世刻梅特	Recipe - Sacmet	제작서-세크메트
製作書-里加德角長槍	Recipe - Regard Horn Pike	제작서-리가드 혼 파이크
製作書-摩西尼奧斯長槍	Recipe - Masinios Pike	제작서-마시니오스 파이크
製作書-細劍	Recipe - Rapier	제작서-레이피어
製作書-上級細劍	Recipe - Superior Rapier	제작서-슈페리어 레이피어
製作書-沙普細劍	Recipe - Sharp Rapier	제작서-샤프 레이피어
製作書-決鬥者	Recipe - Duelist	제작서-듀얼리스트
製作書-貝尼耶勒	Recipe - Venier	제작서-베니에르
製作書-重劍 	Recipe - Epee	제작서-에페
製作書-雙重細劍	Recipe - Dual Rapier	제작서-듀얼 레이피어
製作書-上級雙重細劍	Recipe - Superior Dual Rapier	제작서-슈페리어 듀얼 레이피어
製作書-斯巴達護劍	Recipe - Spada	제작서-스파다
製作書-瑪加斯細劍	Recipe - Magas Rapier	제작서-마가스 레이피어
製作書-地下墓穴細劍	Recipe - Catacombs Rapier	제작서-카타콤 레이피어
製作書-科羅重劍 	Recipe - Coro Epee	제작서-코로 에페
製作書-亞蒂雙重細劍	Recipe - Artie Dual Rapier	제작서-아티 듀얼 레이피어
製作書-斯爾拉凱雙重細劍	Recipe - Slaake Dual Rapier	제작서-슬라케 듀얼 레이피어
製作書-艾爾嘉細劍	Recipe - Elga Rapier	제작서-엘가 레이피어
製作書-黑色魂魄	Recipe - Black Horn	제작서-블랙 혼
製作書-摩西尼奧斯細劍	Recipe - Masinios Rapier	제작서-마시니오스 레이피어
製作書-左輪手槍	Recipe - Revolver	제작서-리볼버
製作書-燧發槍	Recipe - Snaphance	제작서-스내펀스
製作書-手槍	Recipe - Handgun	제작서-핸드건
製作書-瑪那瑪那	Recipe - Manamana	제작서-마나마나
製作書-伊斯托拉左輪手槍	Recipe - Istora Revolver	제작서-이스토라 리볼버
製作書-長手槍	Recipe - Long Pistol	제작서-롱 피스톨
製作書-皇家長手槍	Recipe - Royal Pistol	제작서-로얄 피스톨
製作書-上級皇家長手槍	Recipe - Superior Royal Pistol	제작서-슈페리어 로얄 피스톨
製作書-泰芙林左輪手槍	Recipe - Tevhrin Revolver	제작서-테브린 리볼버
製作書-比尼左輪手槍	Recipe - Vienie Revolver	제작서-비니 리볼버
製作書-雙彈道手槍	Recipe - Double Stack	제작서-더블 스택
製作書-亞斯帕娜左輪手槍	Recipe - Aspana Revolver	제작서-아스파나 리볼버
製作書-摩西尼奧斯手槍	Recipe - Masinios Pistol	제작서-마시니오스 피스톨
製作書-火槍	Recipe - Musket	제작서-머스킷
製作書-上級火槍	Recipe - Superior Musket	제작서-슈페리어 머스킷
製作書-致命火槍	Recipe - Finisher	제작서-피니셔
製作書-火焰火槍	Recipe - Fire Musket	제작서-파이어 머스킷
製作書-艾奇火槍	Recipe - Eki Musket	제작서-에키 머스킷
製作書-比尼火槍	Recipe - Vienie Musket	제작서-비니 머스킷
製作書-德拉郡長槍	Recipe - Dragoon Piper	제작서-드라군 파이퍼
製作書-艾蒙加德火槍	Recipe - Emengard Musket	제작서-에멘가드 머스킷
製作書-摩西尼奧斯火槍	Recipe - Masinios Musket	제작서-마시니오스 머스킷
製作書-上級小刀	Recipe - Superior Knife	제작서-슈페리어 나이프
製作書-德克匕首	Recipe - Dirk Dagger	제작서-더크대거
製作書-上級德克匕首	Recipe - Superior Dirk Dagger	제작서-슈페리어 더크대거
製作書-防禦短刀	Recipe - Main Gauche	제작서-망고슈
製作書-上級防禦短刀	Recipe - Superior Main Gauche	제작서-슈페리어 망고슈
製作書-卡拉恰匕首	Recipe - Karacha Dagger	제작서-카라챠 대거
製作書-毒液	Recipe - Venom	제작서-베놈
製作書-單刃匕首	Recipe - Chura	제작서-추라
製作書-上級匕首	Recipe - Superior Chura	제작서-슈페리어 추라
製作書-血腥大劍	Recipe - Blood Dagger	제작서-블루드 대거
製作書-萊恩海德匕首	Recipe - Lionhead Dagger	제작서-라이온 헤드 대거
製作書-艾蒙加德匕首	Recipe - Emengard Dagger	제작서-에멘가드 대거
製作書-blood stealer	Recipe - Blood Stealer	제작서-블러드 스틸러
製作書-摩西尼奧斯匕首	Recipe - Masinios Dagger	제작서-마시니오스 대거
匠人的製作書-艾布都查單手劍	Artisan Recipe - Abdochar	장인의 제작서-아브도챠
匠人的製作書-薩克米斯	Artisan Recipe - Sarkmis	장인의 제작서-사크미스
匠人的製作書-榮耀之心	Artisan Recipe - Heart of Glory	장인의 제작서-하트 오브 글로리
匠人的製作書-阿斯特拉弓	Artisan Recipe - Astra Bow	장인의 제작서-아스트라 보우
匠人的製作書-里加德角十字弓	Artisan Recipe - Regard Horn Crossbow	장인의 제작서-리가드 혼 크로스보우
匠人的製作書-斯寇史梅修	Artisan Recipe - Skull Smasher	장인의 제작서-스컬 스매셔
匠人的製作書-云夏德矛槍	Artisan Recipe - Wingshard Spear	장인의 제작서-윙샤드 스피어
匠人的製作書-里加德角長槍	Artisan Recipe - Regard Horn Pike	장인의 제작서-리가드 혼 파이크
匠人的製作書-艾蒙加德匕首	Artisan Recipe - Emengard Dagger	장인의 제작서-에멘가드 대거
匠人的製作書-里加德角法杖	Artisan Recipe - Regard Horn Staff	장인의 제작서-리가드 혼 스태프
匠人的製作書-黑色魂魄	Artisan Recipe - Black Horn 	장인의 제작서-블랙 혼 
匠人的製作書-艾蒙加德火槍	Artisan Recipe - Emengard Musket 	장인의 제작서-에멘가드 머스킷 
匠人的製作書-亞斯帕娜左輪手槍	Artisan Recipe - Aspana Revolver 	장인의 제작서-아스파나 리볼버 
製作書-彼安那拉吉斯雙手鈍器	Recipe - Vienarazis Two-handed Mace	제작서-비엔나라지스 투 핸드 메이스
製作書-骷髏破壞者	Recipe - Skull Breaker	제작서-스컬 브레이커
匠人的製作書-骷髏破壞者	Artisan Recipe - Skull Breaker 	장인의 제작서-스컬 브레이커 
製作書-摩西尼奧斯雙手鈍器	Recipe - Masinios Two-handed Mace	제작서-마시니오스 투 핸드 메이스
製作書-葛力瑪手套	Recipe - Grima Gloves	제작서-그리마 글로브
製作書-葛力瑪靴子	Recipe - Grima Boots	제작서-그리마 부츠
製作書-葛力瑪短褲	Recipe - Grima Pants	제작서-그리마 팬츠
製作書-葛力瑪布甲	Recipe - Grima Robe	제작서-그리마 로브
製作書-威里斯手套	Recipe - Veris Gloves	제작서-베리스 글로브
製作書-威里斯靴子	Recipe - Veris Boots	제작서-베리스 부츠
製作書-威里斯短褲	Recipe - Veris Pants	제작서-베리스 팬츠
製作書-威里斯上衣	Recipe - Veris Tunic	제작서-베리스 튜닉
製作書-鱗甲手套	Recipe - Scale Gloves	제작서-스케일 글로브
製作書-鱗甲靴子	Recipe - Scale Boots	제작서-스케일 부츠
製作書-鱗甲褲子	Recipe - Scale Leggings	제작서-스케일 레깅스
製作書-鱗甲鎧甲	Recipe - Scale Mail	제작서-스케일 메일
製作書-波庫布盔甲	Recipe - Pokubu Armor	제작서-포쿠부 아머
製作書-卡布拉靴子	Recipe - Kabra Boots	제작서-카브라 부츠
製作書-克利森皮革盔甲	Recipe - Crimson Leather Armor	제작서-크림슨 레더 아머
製作書-木匠手套	Recipe - Carpenter Gloves	제작서-카펜터 글로브
製作書-泰內鎖鏈短褲	Recipe - Tenet Chain Pants	제작서-테넷 체인 팬츠
製作書-泰內鎖鏈鎧甲	Recipe - Tenet Chainmail	제작서-테넷 체인 메일
製作書-查利亞皮革手套	Recipe - Zalia Leather Gloves	제작서-잘리아 레더 글로브
製作書-鐵甲皮革靴子	Recipe - Zalia Leather Boots	제작서-잘리아 레더 부츠
製作書-鐵甲皮革短褲	Recipe - Zalia Leather Pants	제작서-잘리아 레더 팬츠
製作書-鐵甲皮革盔甲	Recipe - Zalia Leather Armor	제작서-잘리아 레더 아머
製作書-普羅瓦手套	Recipe - Prova Gloves	제작서-프로바 글로브
製作書-普羅瓦布甲	Recipe - Prova Robe	제작서-프로바 로브
製作書-錐釘手套	Recipe - Studded Gloves	제작서-스터디드 글로브
製作書-錐釘靴子	Recipe - Studded Boots	제작서-스터디드 부츠
製作書-錐釘短褲	Recipe - Studded Pants	제작서-스터디드 팬츠
製作書-錐釘盔甲	Recipe - Studded Armor	제작서-스터디드 아머
製作書-因賽特護手套	Recipe - Insect Gauntlets	제작서-인섹트 건틀릿
製作書-因賽特護脛靴	Recipe - Insect Greaves	제작서-인섹트 그리브
製作書-因賽特裙子	Recipe - Insect Skirt	제작서-인섹트 스커트
製作書-因賽特鎧甲	Recipe - Insect Mail	제작서-인섹트 메일
製作書-普羅塔斯靴子	Recipe - Protas Boots	제작서-프로타스 부츠
製作書-普羅塔斯褲子	Recipe - Protas Trousers	제작서-프로타스 트라우저
製作書-赤紅威里斯手套	Recipe - Red Veris Gloves	제작서-레드 베리스 글로브
製作書-赤紅威里斯上衣	Recipe - Red Veris Tunic	제작서-레드 베리스 튜닉
製作書-輕巧鋼鐵褲子	Recipe - Light Plate Leggings	제작서-라이트 플레이트 레깅스
製作書-輕巧鋼鐵盔甲	Recipe - Light Plate Armor	제작서-라이트 플레이트 아머
製作書-馬格努斯手套	Recipe - Magnus Gloves	제작서-마그누스 글로브
製作書-馬格努斯靴子	Recipe - Magnus Boots	제작서-마그누스 부츠
製作書-馬格努斯布甲	Recipe - Magnus Robe	제작서-마그누스 로브
製作書-波庫獠牙豬皮革短褲	Recipe - Pokubon Leather Pants	제작서-포쿠본 레더 팬츠
製作書-波庫獠牙豬皮革盔甲	Recipe - Pokubon Leather Armor	제작서-포쿠본 레더 아머
製作書-德雷克皮革手套	Recipe - Drake Leather Gloves	제작서-드레이크 레더 글로브
製作書-德雷克皮革靴子	Recipe - Drake Leather Boots	제작서-드레이크 레더 부츠
製作書-德雷克皮革褲子	Recipe - Drake Leather Leggings	제작서-드레이크 레더 레깅스
製作書-德雷克皮革上衣	Recipe - Drake Leather Tunic	제작서-드레이크 레더 튜닉
製作書-鍍銀護手套	Recipe - Silver Plate Gauntlets	제작서-실버 플레이트 건틀릿
