警戒兵	Sentinel	경계병
消滅被汙染的畢卡拉斯博學者	Defeat Corrupt Vikaras Mage	오염된 비카라스 메이지 처치
收集濃縮的魔力源	Collect Condensed Magic Source	응축된 마력원 수집
請對受到汙染而沉睡的守護者使用濃縮的魔力源。	Use the Condensed Magic Source on sleeping Guardians	오염된 채로 잠들어 있는 수호자에게 응축된 마력원 사용
和寶物獵人艾當交談	Talk to Treasure Hunter Eden	보물사냥꾼 에당과 대화
和金石學者雷蒙德交談	Talk to Epigraphist Raymond	금석학자 레이몬드와 대화
和艾洛堤柱列廣場的金石學者史密德交談	Talk to Epigraphist Schmid at Irody Square	아이로디 주열 광장의 금석학자 스미드와 대화
消滅汙染的元凶巨眼丹提 	Destroy Denoptic who is the source of the corruption	오염의 원흉인 덴옵틱 처치
瀏覽王陵設計圖	Read the design plan of the Royal Mausoleum	왕릉 설계도 읽기
尋找正在逐漸崩潰的位置	Find the guardians that are trying to cause the collapse	붕괴가 진행되는 위치 찾기
消滅企圖破壞王陵的守護者	Defeat the Guardians that are trying to destroy the Royal Mausoleum	왕릉을 파괴하려는 수호자 처치
阻止守護者的石像被破壞	Prevent the Guardians from destroying the Stone Statue	수호자의 석상 파괴 저지
瀏覽王陵的碑石	Read the epitaph of the Royal Mausoleum	왕릉의 비석 읽기
阻止企圖破壞王陵的守護者	Prevent the Guardians from destroying the Royal Mausoleum	왕릉을 파괴하려는 수호자 저지
消滅貝亞卡拉斯，阻止王陵崩潰	Prevent the collapse of the Royal Mausoleum by defeating Bearkaras	베아카라스를 처치하여 왕릉 붕괴 저지
消滅貝亞卡拉斯	Defeat Bearkaras	베아카라스 처치
和秘密的守護者交談	Talk to the Secret Guardian	비밀의 수호자와 대화
收集王陵魔力的源泉	Collect the Royal Mausoleum's Magic Sources	왕릉 마력의 원천 수집
取得靈魂之甕	Obtain the Soul Pot	영혼 항아리 입수
將王陵魔力的源泉倒入王陵的甕中	Pour the magic sources into the jars	왕릉의 항아리에 왕릉 마력의 원천을 붓기
設置完整的魔力甕	Place the Soul Pot	완전한 마력 항아리 설치
將甕交給秘密的守護者	Give the pot to the Secret Guardian	비밀의 수호자에게 항아리 전달
擊退雷克西波	Defeat Rexipher	렉시퍼 퇴치
移動到王的墓室	Go to the burial chamber of the Royal Mausoleum	왕의 묘실로 이동
聽取札卡里耶爾王的讒言	Listen to the advice of Zachariel	자카리엘의 참언 듣기
向王陵守護者取得燃燒之石	Obtain the Burning Stone from the Guardians of the Royal Mausoleum	왕릉 수호자에게서 불타는 돌 획득
利用燃燒之石點燃王陵石燈	Light up the stone lantern with the Burning Stone	불타는 돌로 왕릉 석등 밝히기
獲得石燈動力	Obtained the power supply of the stone lantern	석등 동력 획득
阻止魔族破壞王陵石燈	Protect the stone lantern of the Royal Mausoleum from the demons	마족에게서 왕릉 석등을 보호
消滅女妖克萊默	Defeat Clymen	클라이멘 처치
收集破壞王陵抑制器的活性石	Collect the activation stones to break the Regulator of the Royal Mausoleum	왕릉 억제기 파괴를 위한 활성석 수집
再次瀏覽王陵抑制器說明書	Read the manual of the Regulator of the Royal Mausoleum	왕릉 억제기 설명서 다시 읽기
收集活性石	Collect the activation stones	활성석 수집
再次瀏覽王陵抑制器說明書	Read the manual for the Regulator again	왕릉 억제기 설명서를 다시 읽기
破壞王陵抑制器	Destroy the Regulator of the Royal Mausoleum	왕릉 억제기 파괴
破壞抑制器	Destroy the Regulator	억제기 파괴
瀏覽祕密場所說明書	Read the Secret Location Manual	비밀장소 설명서 읽기
獲得守護者的氣息	Obtained the Guardian Energy	수호자의 기운 획득
往祕密場所移動	Move to the secret location	비밀장소로 이동
消滅墓主洛德	Defeat Tomb Lord	툼로드를 처치
尋找王室秘寶	Find the secret treasure of the Royal Family	왕실 비보를 찾기
消滅墓主洛德	Defeat Tomb Lord	툼로드 처치
收集燃燒的魔力源	Collect the Blazing Magic Sources	타오르는 마력원 수집
點燃與保護王陵石燈	Light up the stone lantern and protect it	왕릉 석등 점화 및 보호
處理魔力容器周圍的守護者	Defeat the Guardians near the Magic Vessels	마력 용기 주변 수호자 처리
清除被汙染的疙瘩	Remove the corrupted cores	오염된 응어리 제거
破壞被汙染的石燈	Destroy the corrupted Stone Lantern	오염된 석등을 파괴
破壞被汙染的石燈	Destroy the corrupted Stone Lantern	오염된 석등 파괴
破壞被汙染的王陵魔力控制器	Destroy the Corrupt Royal Mausoleum Magic Control Device	오염된 왕릉 마력 제어기 파괴
消滅亞崑	Defeat Archon	아콘 처치
確認王陵記錄書	Examine the Royal Mausoleum Archives	왕릉 기록서 확인
收集霍倫的信物	Collect Wheelen Marks	휠렌의 증표 수집
瀏覽王陵記錄書	Read the Royal Mausoleum Archive	왕릉 기록서 읽기
消滅敵對的貝奴凱洛斯	Destroy the hostile Venucelos	적대적인 베누켈로스 처치
消滅敵對的貝奴凱洛斯	Defeat Venucelos	적대적인 베누켈로스 처치하기
消滅遠古石龜獸取得秘寶	Obtain the secret treasure after defeating Rocktortuga	락토르투가를 처치하고 비보 얻기
消滅遠古石龜獸	Defeat Rocktortuga	락토르투가 처치
和追隨者多納塔史交談	Talk to Follower Donatas	추종자 도나타스와 대화
收集魔族們的靈魂	Collect demon souls	마족들의 영혼 수집
和庫班交談	Talk to Coben	코벤과 대화
尋找庫班想要的日誌	Find the diary Coben is looking for	코벤이 원하는 일지 찾기
將日誌交給庫班	Hand the diary over to Coben	코벤에게 일지 전달
確認崩塌公所的碑石內容	Check the monument at the Crumbled Chapel	무너진 공소의 비석 내용 확인
將內容轉告庫班	Tell Coben what was written on the monument	코벤에게 내용 전달
確認第二個碑石內容	Check the writings on the second monument	두 번째 비석 내용 확인
將碑石內容告訴庫班	Tell Coben what was written on the monument	코벤에게 비석 내용 전달
確認第三個碑石內容	Check what is written on the third monument	세 번째 비석 내용 확인
確認第四個碑石內容	Check what is written on the fourth monument	네 번째 비석 내용 확인
補充強力的魔力吸收裝置	Recharge the Strong Magical Power Absorption Jar	강력한 마력흡수 장치 충전
確認教訓的碑石內容	Check the writings on the Commanding Monument	교훈의 비석 내용 확인
消滅惡魔葛洛夫	Defeat Devilglove	데블글로브 처치
與石匠凱諾林對話	Talk to Stonemason Canolyn	석공 캐놀린과 대화
消滅柯卡特里斯	Defeat Cockatrice	코카트리스 처치
向石匠凱諾林報告	Report back to Stonemason Canolyn	석공 캐놀린에게 보고
消滅莫厄	Defeat Moa	모아 처치
和塔拉瑪爾茲交談	Talk to Tara Miles	타라 마일즈와 대화
消滅周圍的怪物	Defeat the monsters nearby	주변의 몬스터 처치
從幽靈范托身上取得灰塵樣本	Collect dust samples from Hallowventers	할로우벤터에게서 먼지 샘플 수집
將灰塵樣本交給塔拉瑪爾茲	Hand over the dust samples to Tara Miles	타라 마일즈에게 먼지 샘플 전달
收集灰塵樣本	Collect Dust Samples	먼지 샘플 수집
收集柯卡特的尾巴	Collecting Cockat Tails	코카트의 꼬리 수집
把柯卡特的尾巴轉交給塔拉瑪伊茲	Hand the Cockat tail to Tara Miles	타라 마일즈에게 코카트의 꼬리 전달
獲得柯卡特的尾巴	Obtain Cockat tails	코카트의 꼬리 획득
使用紅焰寶石	Use the Jewel of Prominence	홍염의 보석 사용
和加比婭女神交談	Talk to Goddess Gabija	가비야 여신과 대화
和追隨者巴伊杜堤斯交談	Talk to Follower Vaidutis	추종자 바이두티스와 대화
收集力量結晶	Collect the Power Crystals	힘의 결정 수집
開啟聖堂正門	Open the church entrance	성당 정문 열기
消滅乃伊賈西特	Defeat Mummyghast	머미가스트 처치
消滅朋德爾和朋德	Defeat Pawndel and Pawnd	폰델과 폰드 처치
消滅朋德爾	Defeat Pawndel	폰델 처치
消滅朋德	Defeat Pawnd	폰드 처치
追隨者多納塔史需要你的幫忙	Follower Donatas is seeking for your help	추종자 도나타스가 당신의 도움을 필요로 하고 있습니다.
收集朋德爾和朋德的衣角	Collect the clothes of Pawndel and Pawnd	폰델과 폰드의 옷자락 수집
消滅魔族怪物	Defeat demons	마족 몬스터 처치
將朋德爾和朋德引誘到阿薩厄加祭壇	Lure Pawndel and Pawnd to the Apsauga Altar	폰델과 폰드를 압사우가 제단으로 유인
在葛羅貝加斯祭壇讓魔族改變信仰	Convert demons at the Globejas Altar	글로베자스 제단에서 마족 개종
確認中央祭壇	Check the Central Altar	중앙 제단 확인
消滅瑪爾雷飛龍	Defeat Mallet Wyvern	말렛와이번 처치
和追隨者托瑪斯交談	Talk to Follower Tomas	추종자 토마스와 대화
消滅約諾溫	Defeat Yognome	요노움 처치
收集狂氣的瞳孔	Collect the Eyes of Madness	광기의 눈동자 수집
獲得狂氣的瞳孔	Obtain the Eyes of Madness	광기의 눈동자 획득
和追隨者堤貝里尤斯交談	Talk to Follower Tiberius	추종자 티베리유스와 대화
利用聖靈炸彈消滅葛利查頓	Defeat Glizardon using the Holy Bomb	성령 폭탄으로 글리자돈 처치
和追隨者帕伊達史交談	Talk to Follower Vaidas	추종자 바이다스와 대화
補充聖靈石	Charge the Holy Stone	성령석 충전
消滅葛利查頓	Defeat Glizardon	글리자돈 처치
解除傑斯堤的結界	Deactivate the barrier that Gesti created	제스티의 결계 해제
去見追隨者巴伊杜堤斯	Find Follower Vaidutis	추종자 바이두티스 찾기
請消滅獨眼巨人	Defeat Cyclops	사이클롭스를 처치하세요
和追隨者阿爾基斯交談	Talk to Follower Algis	추종자 알기스와 대화
前往鐘塔	Go to the Bell Tower	종탑으로 이동
目睹傑斯堤教訓部下的景象。	Saw Gesti scolding her subordinates	제스티가 부하들을 훈계하는 장면을 목격했습니다.
在中央大廳製作陷阱	Make a trap at Sventove Central Hall	중앙 홀에 함정 만들기
補充下級聖靈寶珠 	Charge the low level spirit crystal	하급 성령 구슬을 충전
消滅伊諾溫	Defeat Egnome	이노움 처치
和傑斯堤進行決戰	Fight with Gesti	제스티와의 결전
前往隱藏聖所尋找啟示	Find the revelation in the hidden sanctuary	숨겨진 성소에서 계시 찾기
和看守者艾倫交談	Talk to Watcher Allen	파수꾼 알렌과 대화
收集破壞的結界碎片	Collect Destroyed Barrier Piece	파괴된 결계의 조각 수집
和追隨者凱耶陀納斯交談	Talk to Follower Kayetonas	추종자 카예토나스와 대화
補充樹木哨所的結界	Charge the Tree Guard Post Barrier	나무 초소의 결계 충전
和看守者凱奈司交談	Talk to Watcher Kenneth	파수꾼 케네스와 대화
清除魔族召喚陣	Remove the Demon Summoning Circles	마족 소환진 제거
消滅已分離的魔族靈魂	Defeat severed demons' souls	분리된 마족의 영혼 처치
消滅凱奈司周圍的魔族怪物	Defeat the demon monsters nearby Kenneth	케네스 주변의 마족 몬스터 처치
聽追隨者阿爾基斯說明	Listen to Follower Algis' explanations	추종자 알기스에게 설명 듣기
聖殿十字軍大師正在找你。	The Paladin Master is looking for you	팔라딘 마스터가 당신을 찾고 있습니다.
啟動彼烈洛基山峰的結界	Help the Paladin Master	필랴로제 봉우리의 결계 작동
消滅王座大蜘蛛	Defeat Throneweaver	쓰론 위버 처치
消滅被汙染的王陵守護者	Defeat the corrupted Royal Mausoleum Guardians	오염된 왕릉 수호자 처치
消滅守護王陵的王陵守護者	Defeat the Royal Mausoleum Guardian	왕릉을 수호하는 왕릉 수호자 처치
瀏覽王陵碑石	Read the Royal Mausoleum gravestone	왕릉 비석 읽기
消滅被汙染的王陵守護者	Defeat the corrupted Royal Mausoleum Guardians	오염된 왕릉 수호자 처치하기
尋找隱藏的寶箱	Find the hidden treasure	숨겨진 보물 상자 찾기
消滅羅斯拉特	Defeat Rusrat	러스라트 처치
和羅藍塔斯尤那斯交談	Talk to Rolandas Jonas	롤란다스 요나스와 대화
在比耶尼沙高原尋找地圖	Search for the map at Vienisa Highland	비에니사 고원에서 지도 찾기
和羅藍塔斯交談	Talk to Rolandas	롤란다스와 대화
探索羅藍塔斯尤那斯告知的位置	Check the area Rolandas Jonas told you	롤란다스 요나스가 알려준 위치 탐색
探索羅藍塔斯告知的位置	Check the area Rolandas told you	롤란다스가 알려준 위치 탐색
在拉塔斯岔路尋找地圖	Find the map at Ratas Fork	라타스 갈림길에서 지도 찾기
在洛圖瑪第1遺址尋找地圖	Search for the map at Rodoma 1st Ruins	로도마 제1 유적지에서 지도 찾기
探索羅藍塔斯告知的位置	Search the area Rolandas told you	롤란다스가 알려준 위치를 탐색한다
在墳墓看守人的小木屋附近尋找地圖	Search for the map nearby Tomb Guard's Cabin	무덤지기의 오두막 근처에서 지도 찾기
在舊墳墓看守人的小木屋附近尋找地圖	Search for the map nearby Tomb Guard's Cabin	옛 무덤지기 오두막 근처에서 지도 찾기
墳墓看守人的小木屋尋找地圖	Search for the map at Tomb Guard's Cabin	무덤지기의 오두막에서 지도 찾기
為了考古學家戴志克取得解毒劑	Find an antidote for the archaeologist	고고학자 데지크를 위해 해독제 구하기
解除堤塔斯峽谷的所有封印裝置	Release all seals of Tiltas Valley	틸타스 협곡의 모든 봉인 장치 해제
前往札卡里耶爾交叉路的王陵入口	Enter the entrance to Royal Mausoleum in Zachariel Crossroads	자카리엘 교차로의 왕릉입구로 들어가기
