凱帕	Kepa	케파
消滅夏奧雷伊礦山村莊的狼人	Defeat Werewolf in Siauliai Miners' Village	샤울레이 광산 마을의 웨어울프 처치
與奇術師大師見面	Meet the Thaumaturge Master	쏘마터지 마스터 만나기
到佩迪米安和奇術師大師見面。	Meet the Thaumaturge Master in Fedimian	페디미안에 있는 쏘마터지 마스터를 만나세요.
在斷層地消滅尼多普巴伊	Defeat Netherbovine at Faultline	단층지에서 네더보바인을 처치
和元素使大師見面	Meet the Elementalist Master	엘레멘탈리스트 마스터 만나기
到佩迪米安和元素使大師見面。	Meet the Elementalist Master in Fedimian	페디미안에 있는 엘레멘탈리스트 마스터를 만나세요.
消滅斷層地的尼多普巴伊	Defeat Netherbovine in Faultline	단층지의 네더보바인 처치
與巫師大師見面	Meet the Sorcerer Master	소서러 마스터 만나기
到水晶小溪和巫師大師見面。	Meet the Sorcerer Master in Crystal Brook	수정개울에 있는 소서러 마스터를 만나세요
與時空法師大師見面	Meet the Chronomancer Master	크로노맨서 마스터 만나기
到高根路和時空法師大師見面。	Meet the Chronomancer Master in High Crooked Road	높이굽은 길에 있는 크로노맨서 마스터를 만나세요
與拜杜塔斯見面	Meet Vaidotas	바이도타스 만나기
向拜杜塔斯報告	Report to Vaidotas	바이도타스에게 보고
在水晶礦山1層尋找鏡片	Find the lens in Crystal Mine 1F	수정광산 1층에서 렌즈 찾기
請去找柯拉佩達的遊俠大師。	Go to the Ranger Master in Klaipeda	클라페다에 있는 레인저 마스터를 찾아 가세요.
收集蝙蝠毒樣本	Collect Bat Venom Sample	박쥐의 독 견본 수집
還沒向獵人大師取得葛利查頓的堅韌皮革嗎？	The tough leather of Glizardon from the Hunter Master has not arrived yet?	헌터 마스터에게서 글리자돈의 질긴 가죽은 아직인가?
還沒向弓箭手大師取得葛利查頓的堅韌皮革嗎？	The tough leather of Glizardon from the Archer Master has not arrived yet?	아처 마스터에게서 글리자돈의 질긴 가죽은 아직인가?
詢問我該做什麼才好。	Ask what you should do	무엇을 하면 되는지 묻는다
我沒有義務那麼做	I am not responsible to do it	그럴 의무는 없다고 한다
安靜的探訪者[遊俠轉職](1)	The Silent Investigator [Ranger Advancement] (1)	조용한 탐문자[레인저 전직](1)
安靜的探訪者[遊俠轉職](2)	The Silent Investigator [Ranger Advancement] (2)	조용한 탐문자[레인저 전직](2)
成為魔法師的方法[元素使轉職]	The Way to Become A Wizard [Elementalist]	마법사가 되는 방법[엘리멘탈리스트 전직]
我要挑戰	Tell him you would challenge for it	도전하겠다고 한다
太危險了	Tell him its too dangerous	너무 위험하다고 한다
我願意帶回易燃石材	I will bring burnable woods	잘 타는 석재를 구해 오겠다고 한다
得到人心的事[聖者轉職]	The Task of Gaining the Mind [Sadhu]	마음을 얻는 일[사두 전직]
詢問我要做什麼。	Ask what to do	무엇을 해야 하는지 묻는다
好像沒什麼幫助	Tell him it won't be helpful	별로 도움될 것 같지 않다고 한다
考驗很重要[元素使轉職]	An Important Test [Elementalist]	시험은 중요해[엘리멘탈리스트 전직]
好像很危險，我拒絕	Decline since it seems too dangerous	위험할 것 같으니 거절하자
詢問是什麼禮物。	Ask what the gift is	어떤 선물인지 묻는다
完成元素使的任務[元素使轉職]	Completing the Elementalist's Mission [Elementalist Advancement]	엘리멘탈리스트의 임무 완수[엘리멘탈리스트 전직]
在貝雅山谷收集圖約勒的花蕊	Collect the flower alcohol of Doyor from Veja Ravine	베야 골짜기에서 도요르의 꽃술 수집
圖約勒的花蕊	Flower Alcohol of Doyor	도요르의 꽃술
寇利羅斯之核	Corylus Core	코릴러스의 핵
卡露克的血	Galok Blood	갈록의 피
收集葛利查頓的堅韌皮革	Collect the touch leather of Glizardon	글리자돈의 질긴 가죽 수집
把葛利查頓的堅韌皮革交給弩箭手大師	Hand over Glizardon's tough leather to Quarrel Shooter Master	쿼렐슈터 마스터에게 글리자돈의 질긴 가죽 전달
請去找夏奧雷伊西邊森林的雕刻家泰斯拉。	Meet Sculptor Tesla at West Siauliai Woods	샤울레이 서쪽 숲의 조각가 테슬라에게 찾아가세요.
從草伽藍址的提皮歐那裡取得粗糙樹皮	Obtain the coarse tree barks from Tipios in Grass Riverside	풀가람터의 티피오에게서 성긴 나무 껍질 획득
科博爾特森林	Cobalt Forest	코발트 숲
交給柯拉佩達的輕裝步兵大師	Hand them over to the Peltasta Master in Klaipeda	클라페다의 펠타스타 마스터에게 전달
到貝雅山谷收集畢托爾的腳指甲	Collect Beetow toe nails from Veja Ravine	베야 골짜기에서 비토우의 발톱 수집
交給高地戰士大師	Hand them over to the Highlander Master	하이랜더 마스터에게 전달
畢托爾的腳指甲	The toe nails of Beetow	비토우의 발톱
消滅貝雅山谷的畢托爾	Defeat Beetow at Veja Ravine	베야 골짜기의 비토우 처치
消滅畢托爾	Defeat Beetow	비토우 처지
在關口路收集魔族的精髓	Collect the Demon Essences at Gate Route	관문로에서 마족의 정수 수집
在史爾特凱拉森林尋找地圖	Find the map at Sirdgela Forest	시르드겔라 숲에서 지도 찾기
尋訪聖者大師	Meet the Sadhu Master	사두 마스터를 찾아가기
與元素使大師對話	Talk to the Elementalist Master	엘리멘탈리스트 마스터와 대화
在史爾特凱拉森林尋找艾保尼風的蹤跡	Look for the traces of Evoniphon at Sirdgela Forest	시르드겔라 숲에서 에보니폰 흔적 찾기
吞吐利亞的易燃汁液	Burnable Juice of Tontulia	톤투리아의 잘 타는 즙
交給工兵大師	Hand them over to the Sapper Master	새퍼 마스터에게 전달
請去找夏奧雷伊西邊森林的雕刻家泰斯拉。	Meet the Sculptor Tesla at the West Siauliai Woods	샤울레이 서쪽 숲에 있는 조각가 테슬라를 찾아 가세요.
到史爾特凱拉森林尋找道具商人的父親	Look for the father of the Equipment Merchant at Sirdgela Forest	시르드겔라 숲에서 도구상인의 아버지 찾기
前往拉姆斯堤斯峽谷放置太陽之甕	Put the pot of the sun at Ramstis Ridge	람스티스 협곡으로 가서 태양의 항아리 놓기
消滅比爾塔溪谷的史潘飛行獸人	Defeat Sparnasman at Vieta Gorge	비에타 계곡의 스파나스맨 처치
消滅拉姆斯堤斯峽谷的死靈查普利	Defeat Chapparition at Ramstis Ridge	람스티스 협곡의 채퍼리션 처치
在拉姆斯堤斯峽谷收集魔法研究資料	Obtain the magic research materials at Ramstis Ridge	람스티스 협곡에서 마법 연구 자료 모으기
執行元素使大師的任務	Complete the assignments of the Elementalist Master	엘리멘탈리스트 마스터의 과제 수행
把任務交給元素使大師	Hand over the assignments to the Elementalist Master	엘리멘탈리스트 마스터에게 과제 전달
請消滅比爾塔溪谷的史潘飛行獸人，向鐵甲騎兵大師證明自己的能耐。	Defeat Sparnasman at Vieta Gorge to prove your skills to the Cataphract Master	캐터프랙트 마스터에게 비에타 계곡에 있는 스파나스맨을 처치하여 실력을 증명하세요.
在佩迪米安外城消滅莫厄	Defeat Moas at Fedimian Suburbs	페디미안 외곽에서 모아 처치
請去找阿克梅斯山脊的海賊大師。	Meet the Corsair Master at Akmens Ridge	아크멘스 능선에 있는 커세어 마스터를 찾아가세요.
請去找大王關口的圓盾劍士大師。	Meet the Rodelero Master at the Gateway of the Great King	대왕의 관문에 있는 로델레로 마스터를 찾아 가세요.
尋訪艾沙奇烏村莊的造箭者大師	Find the Fletcher Master at Escanciu Village	에산치우 마을의 플레쳐 마스터 찾아가기
到艾沙奇烏村莊找造箭者大師。	Find the Fletcher Master at Escanciu Village	에산치우 마을에 있는 플레쳐 마스터를 찾아 가세요.
使用誘餌狩獵3種怪物	Hunt for 3 kinds of monsters using baits	미끼를 사용하여 몬스터 3종 사냥
卡汀森林入口的野蜘蛛	Bushspiders at the entrance of Kateen Forest	카틴 숲 입구의 크루마보
貓頭鷹之墓的艾洛瑪庫	Ellomagos at the Owl Burial Ground	매너클 묘지의 엘로마고
波塞林奇斯森林的綠色獠牙豬	Green Pokuborns at Poslinkis Forest	포슬린키스 숲의 초록 포쿠본
向大黃蜂收集合成毒	Collect the synthesized poison from Bites	바이트에게서 합성독 수집
用閃光彈偵測躲藏的怪物並將之消滅	Find the hidden monsters using flash bombs and defeat them	섬광탄으로 숨어있는 몬스터를 탐지하여 처치
消滅探知到的怪物	Defeat the detected monsters	탐지된 몬스터 처치
消滅貓頭鷹之墓的鬼影凱伊洛	Defeat Shadowgaler at the Owl Burial Ground	매너클 묘지의 섀도게일러 처치
消滅貓頭鷹之墓的耶庫	Defeat Yekub at Owl Burial Ground	매너클 묘지의 예쿱 처치
消滅克林卡的莊園的曼陀花獸	Defeat Colimencia	그린가의 장원의 콜리멘시아 처치
消滅路克索那市場的地心蟲王	Defeat Reaverpede at Roxona Marketplace	록소나 장터의 리버피드 처치
在路克索那市場消滅興奮的米諾牛頭怪	Defeat Minotaur at Roxona Marketplace	록소나 장터에서 흥분한 미노타우르스 처치
到堤塔斯峽谷，巫蠱師大師正在找你。	The Wugushi Master at Tiltas Valley is looking for you	틸타스 협곡의 무고사 마스터가 당신을 찾고 있습니다
消滅魔族收監所第1區的拉查托特	Defeat Rajatoad at the 1st zone of the Demon Prison	마족수감소 1구역의 라자토드 처치
到長橋溪谷，斥候大師正在找你。	The Scout Master at Overlong Bridge Valley is waiting for you	긴다리 계곡의 스카우트 마스터가 당신을 찾고 있습니다
消滅魔族收監所第1區的鐵甲僵屍	Defeat Deadborn at the 1st zone of the Demon Prison	마족수감소 1구역의 데드본 처치
到艾沙奇烏村莊，造箭者大師正在找你。	The Fletcher Master of Escanciu Village is looking for you	에산치우 마을의 플레쳐 마스터가 당신을 찾고 있습니다
收集易燃石材	Collect the burnable wood coals	잘 타는 석재 수집
到石橋亡地，黑暗騎兵大師正在找你。	The Schwarzer Reiter Master at Awating Stone Bridge is looking for you	돌다리 망터에 있는 슈바르츠라이터 마스터가 당신을 찾고 있습니다
向黑暗騎兵大師報告	Report to the Schwarzer Reiter Master	슈바르츠라이터 마스터에게 보고
在路克索那市場取得野花花蕊	Obtain the alcohol of wild flowers at Roxona Marketplace	록소나 장터에서 야생화 꽃술 구하기
在路克索那市場獲得石鯨怪的精髓	Obtain the Essence of Stone Whale at Roxona Marketplace	록소나 장터에서 석화고래의 정수 획득
消滅特南茲農場的魔龍凱拉斯	Defeat Gaigalas at Tenants' Farm	테넌츠 농장의 가이갈라스 처치
消滅突然出現的約納喬雷	Defeat Yonazolem that suddenly appeared	갑자기 나타난 요나졸렘 처치
請和夏奧雷伊西邊森林的雕刻家泰斯拉對話。	Talk to the Sculptor Tesla at West Siauliai Woods	샤울레이 서쪽 숲에 있는 조각가 테슬라와 대화해 보세요.
請和阿克梅斯山脊的聖者大師對話。	Talk to the Sadhu Master at Akmens Ridge	아크멘스 능선에 있는 사두 마스터와 대화해 보세요.
消滅史可尼斯原野的藍色普朗基	Defeat Blue Puragi at Saknis Plains	사크니스 벌판의 푸른 푸라기 처치
消滅藍色普朗基	Defeat Blue Puragis	푸른 푸라기 처치
到艾沙奇烏村莊和武僧大師對話。	Talk to the Monk Master at Escanciu Village	에산치우 마을에 있는 몽크 마스터와 대화하세요.
在史可尼斯原野收集凝固油	Obtain the hardened oil at Saknis Plains	사크니스 벌판에서 굳은 기름 수집
清除貓頭鷹之墓的危險	Get rid of the danger at the Owl Burial Ground	매너클 묘지의 위험 제거
向元素使大師報告	Report to the Elementalist Master	엘리멘탈리스트 마스터에게 보고
消滅佩迪米安外城的惡魔葛洛夫	Defeat Devilglove at Fedimian Suburbs	페디미안 외곽의 데블글로브 처치
在大餓鬼路上尋找死靈法師大師的禮物	Find the gift of the Necromancer Master at Starving Demon's Way	큰 아귀 길에서 네크로맨서 마스터의 선물 찾기
向死靈法師大師報告禮物的事	Report about the gifts to the Necromancer Master	네크로맨서 마스터에게 선물 보고
消滅克里那斯林間小路的鬼眼蜘蛛	Defeat Honeypin at the way of Grynas Trails	그리나스 숲길의 허니핀 처치
消滅克里那斯修練場的魔龍凱拉斯	Defeat Gaigalas at Grynas Training Camp	그리나스 수련장의 가이갈라스 처치
消滅克里那斯丘陵地的曼陀花獸	Defeat Colimencia at Grynas Hills	그리나스 구릉지의 콜리멘시아 처치
消滅克里那斯丘陵地的波亞塔	Defeat Poata at Grynas Hills	그리나스 구릉지의 포아타 처치
請去找大王關口的圓盾劍士大師。	Meet the Rodelero Master at the Gateway of the Great King	대왕의 관문의 로델레로 마스터를 찾아 가세요.
消滅特南茲農場的鬼眼蜘蛛	Defeat Honeypin at Tenants' Farm	테넌츠 농장의 허니핀 처치
消滅艾沙奇烏村莊的地心蟲王	Defeat Reaverpede at Escanciu Village	에산치우 마을의 리버피드 처치
為了時空法師大師的考驗，請消滅艾沙奇烏村莊的地心蟲王。	Defeat Reaverpede of Escanciu Village to take the test of the Chronomancer Master	크로노맨서 마스터의 시험을 위해 에산치우 마을의 리버피드를 처치하세요.
在波塞林奇斯森林消滅尼多普巴伊	Defeat Netherbovine at Poslinkis Forest	포슬린키스 숲에서 네더보바인을 처치
