皮爾力巴斯直屬隊員	Philipas' Soldier	필리파스 직속 부대원
向怪物取回種子	Retrieve the seeds from the monsters	몬스터로부터 종자 되찾기
與豪拉奇烏斯對話	Talk to Horacius	호라치우스와 대화
取得木棍	Get some wooden rods	목봉 구해 가기
拿去交給豪拉奇烏斯	Take them to Horacius	호라치우스에게 갖다 주기
與豪拉奇烏斯合作	Collaborate with Horacius	호라치우스와 협력
為了幫助豪拉奇烏斯正在進行的事，請找他說話。	Talk to Horacius to help him what he is preparing	호라치우스가 준비하고 있는 일을 도와 주기 위해, 그에게 말을 거세요.
取得堅硬的石頭	Obtain hard stones	단단한 돌 구하기
交給豪拉奇烏斯	Hand them over to Horacius	호라치우스에게 전달
請把向怪物取得的石塊拿去給豪拉奇烏斯。	Take the stones that you obtained from the monsters to Horacius	몬스터로부터 구한 돌덩어리를 호라치우스에게 가져다 주세요.
協助豪拉奇烏斯	Help Horacius	호라치우스에 협조
收集怪物的毒	Collect some poison from the monsters	몬스터 독 모으기
轉交怪物的毒	Hand over the poison of the monsters	몬스터의 독 전달
收集到怪物的毒後，請拿去給豪拉奇烏斯。	Take the poison of the monsters to Horacius	잘 모은 몬스터의 독을 호라치우스에게 가져다 주세요.
向豪拉奇烏斯詢問武器供應方面有沒有能幫得上忙的地方。	Ask Horacius if there's anything you could help for the supply of the weapons	호라치우스의 무기 수급에 도움이 될 만한 일이 없는지 물어 봅시다.
取得捐贈的農具並帶過來	Obtain farming tools	농기구 기부 받아 오기
把農具帶去給豪拉奇烏斯	Take the farming tools to Horacius	호라치우스에게 농기구 갖다 주기
與塔烏拉斯對話	Talk to Tauras	타우라스와 대화
請去聽聽其他農民的情況。	Listen to what the other farmers have to say	또 다른 농민들의 사정을 들어 보기 위해 가 봅시다.
採集蒲公英	Pull out dandelions	민들레 뽑아 가기
把蒲公英交給塔烏拉斯	Hand over the dandelions to Tauras	타우라스에게 민들레 전달
製作肉乾	Make beef jerky	육포 만들기
轉交肉乾	Hand over the beef jerkies	육포 전달
取得瘦肉	Obtain some meats	살코기 얻기
消滅想洗劫糧倉的怪物	Defeat the monsters that are trying to steal from the food storage	식량창고를 털려고 하는 몬스터들 처치
向塔烏拉斯報告	Report to Tauras	타우라스에게 보고
消滅想侵略糧倉的怪物	Defeat the monsters that were about the attack the storage	식량창고를 침략하려던 몬스터 처치
去見阿爾費納	Meet Albina	알비나 만나기
與阿爾費納對話	Talk to Albina	알비나와 대화
請與阿爾費納對話。	Talk to Albina	알비나와 대화하세요.
恢復祭壇	The recovery of the altar	제단의 회복
向阿爾費納報告	Report to Albina	알비나에게 보고
與阿爾費納討論	Discuss with Albina	알비나와 의논하기
解除封印魔法陣	Remove the seal magic circle	봉인 마법진 해체
告訴阿爾費納	Report to Albina	알비나에게 알려 주기
與阿爾費納討論	Discuss with Albina	알비나와 의논
破壞魔法陣	Break the magic circle	마법진 깨기
清除封印魔法陣	Eliminate the seal magic circle	봉인 마법진 제거
與豪拉奇烏斯討論	Discuss with Horacius	호라치우스와 의논
分發聯名信	Distribute the joint signature seal	연판장 돌리기
交付聯名信	Hand over the joint signature seal	연판장 전달
收集研究所需的魔族標本	Collect demon samples that are needed for the research	연구에 필요한 마족의 표본 수집
收集魔族的標本	Collect demon samples	마족의 표본 수집
消滅弄髒大教堂的魔族	Defeat the demons that are ruining the Great Cathedral	대성당을 더럽히는 마족 처치
與奇堤斯對話	Talk to Gytis	기티스와 대화
向柯拉佩達的烈焰法師大師要求支援	Ask for help from the Pyromancer Master in Klaipeda	클라페다의 파이로맨서 마스터에게 도움 요청
收集在開墾地的粉紅喬帕露卡的標本	Collect the samples of Pink Chupalukas at the settlement land	개척지에서 분홍 츄파루카의 표본 수집
交給烈焰法師大師	Bring the items to the Pyromancer Master	파이로맨서 마스터에게 전달
在開墾地裡搜查狂暴化現況的原因	Search for the clues of the spell at the settlement area	개척지에서 광폭화 현상의 원인 수색
破壞來歷不明的祭壇	Destroy the mysterious altar	정체불명의 제단 파괴하기
請與奇堤斯對話。	Talk to Gytis	기티스와 대화하세요.
使用解毒劑	Use the antidote	해독제 사용하기
請使用解毒劑，治癒變得瘋狂的人們。	Cure the people who is suffering from the massive explosion using the antidote	해독제를 사용해서 광폭화된 사람들을 치료하세요.
請與烈焰法師大師對話。	Talk to the Pyromancer Master	파이로맨서 마스터와 대화하세요.
請與寒冰法師大師對話。	Talk to the Cryomancer Master	크리오맨서 마스터와 대화하세요.
與士兵戴尼斯對話	Talk to Soldier Dennis	병사 데니스와 대화
消滅農耕地的怪物	Defeat the monsters at the farmland	농경지에 있는 몬스터들 처치하기
與士兵艾爾倫對話	Talk to Alan	병사 앨런과 대화
尋找前去消滅庫勒坤魔牛的士兵們	Look for the soldiers who went out to defeat the Gorgon	고르곤을 처치하러 간 병력 찾기
消滅庫勒坤魔牛	Defeat Gorgon	고르곤 처치하기
與路易茲對話	Talk to Louise	루이즈와 대화
消滅路易茲的農耕地的利迪梅得	Defeat Ridimeds at Louise's Farmland	루이즈 농지의 리디메드 처치
消滅路易茲的農耕地的利迪梅得	Defeat Ridimeds at Louise's Farmland	루이즈의 농지의 리디메드 처치
收集製作籬笆的木材	Collect the wood to make fences	울타리를 만들 목재 수집
交給路易茲	Report to Louise	루이즈에게 전달
在路易茲的農地設置籬笆	Set up the fences on Louise's Farmland	루이즈의 농지에 울타리 설치
在消滅怪物後，取得還缺少的材料	Obtain the materials that are lacking by defeating the monsters	몬스터를 처치해 부족한 재료 구하기
收集南瓜精的標本	Collect the samples of Sakmolis	샤크몰리의 표본 수집
交給研究員卡雷斯	Hand them over to Gareth	연구원 가레스에게 전달
與研究員卡雷斯對話	Talk to Gareth	연구원 가레스와 대화
回收怪物抑制裝置	Retrieve the Monster Suppression Device	몬스터 억제 장치 회수
與阿斯塔對話	Talk to Hasta	아스타와 대화
與魔君主哈勃克對話	Talk to Demon Lord Hauberk	마군주 하우벅과 대화
請聽魔君主哈勃克的計畫。	Listen to Hauberk's plan	마군주 하우벅의 계획을 들으세요.
進入魔族收監所第1區	Enter the 1st District of the Demon's Prison	마족수감소 1구역 진입
與哈勃克的幻影對話	Talk to Hauberk's Spirit	하우벅의 환영과 대화
請與哈勃克的幻影對話	Talk to Hauberk's Spirit	하우벅의 환영과 대화하세요
與奎波爾奧德拉對話	Talk to Kupole Audra	큐폴 아우드라와 대화
請與魔族收監所受刑區的奎波爾奧德拉對話	Talk to Kupole Audra at the Demon's Prison	마족수감소 수형 구역의 큐폴 아우드라와 대화하세요
取得怪物的分泌腺	Obtain the secreting bland of the monsters	몬스터의 분비샘 획득
請向布爾魯的部下奪取分泌腺	Get the secreting bland from the subordinates of Blut	블룻의 수하로부터 분비샘을 빼앗으세요
獲得怪物分泌腺	Obtain the secreting bland of the monsters	몬스터 분비샘 획득
請與奎波爾奧德拉對話	Talk to Kupole Audra	큐폴 아우드라와 대화하세요
協助哈勃克舉行儀式	Assist Hauberk with the ritual ceremony	하우벅의 의식 돕기
與奎波爾吉德羅勒對話	Talk to Kupole Zydrone	큐폴 지드로네와 대화
請與奎波爾吉德羅勒對話	Talk to Kupole Zydrone	큐폴 지드로네와 대화하세요
消滅布爾魯	Defeat Blut	블룻 처치
請幫助奎波爾吉德羅勒消滅布爾魯	Defeat Blut by helping Kupole Zydrone	큐폴 지드로네를 도와 블룻을 처치하세요
消滅布爾魯	Defeat Blut	블룻처치
與奎波爾諾勒卡伊雷對話	Talk to Kupole Norgaile	큐폴 노르가일레와 대화
請與奎波爾諾勒卡伊雷對話	Talk to Kupole Norgaile	큐폴 노르가일레와 대화하세요
請在第1隔離區消滅魔族怪物	Defeat the demons at the 1st isolated area	제 1 격리구에서 마족 몬스터들을 처치하세요
獲得哈勃克的茂盛鬃毛	Obtain the manes of Hauberk	하우벅의 무성한 갈기 획득
請在第2隔離區消滅努亞耶雷的手下，並取得哈勃克的茂盛鬃毛	Defeat the subordinates of Nuaele and obtain the manes of Hauberk at the 2nd isolated area	제 2격리구에서 누아엘레의 수하들을 처치하고 하우벅의 무성한 갈기를 획득하세요
使用諾勒卡伊雷的降靈晶球	Use the marble of the creed to Norgaile	노르가일레의 강령구술 사용
奎波爾諾勒卡伊雷在審問魔族時所使用的	Kupole Norgaile used it when he was interrogating the demons	큐폴 노르가일레가 마족들을 심문할때 사용하던 
諾勒卡伊雷的降靈晶球	The marble of the creed of Norgaile	노르가일레의 강령구술
請消滅第 4 隔離區的努亞耶雷的手下*怪物	Defeat * monster which is the subordinate of Nuaele at the 4th isolated area	제 4 격리구의 누아엘레의 수하 *몬스터를 처치하세요
消滅怪物	Defeat the monsters	몬스터처치
請與奎波爾阿爾多納對話	Talk to Kupole Aldona	큐폴 알도나와 대화하세요
請與奎波爾阿爾多納對話並開始獵殺努亞耶雷	Talk to Kupole Aldona and hunt for Nuaele	큐폴 알도나와 대화하여 누아엘레 사냥을 시작하세요
消滅努亞耶雷	Defeat Nuaele	누아엘레 처치
尋找女神瓦卡麗涅	Meet Goddess Vakarine	여신 바카리네 찾아가기
與女神瓦卡麗涅對話	Talk to Goddess Vakarine	여신 바카리네와 대화
請與女神瓦卡麗涅對話	Talk to Goddess Vakarine	여신 바카리네와 대화하세요
消滅小型轉移縫隙	Eliminate the small metastasis	소형 전이틈새 제거
小型轉移縫隙阻礙奎波爾吉德羅勒補充暮星之鑰，請將之消滅	Eliminate the small metastasis which is disturbing the recharging of the night star key of Kupole Zydrone	큐폴 지드로네의 저녁별 열쇠 충전을 방해하는 소형 전이틈새를 제거하세요
轉換暮星之鑰	Transform the night star key	저녁별 열쇠 변환
請在奎波爾吉德羅勒轉換暮星之鑰時保護他	Protect Kupole Zydrone while he is transforming the night star key	큐폴 지드로네가 저녁별 열쇠를 변환하는 동안 보호하세요
與奎波爾阿爾多納對話	Talk to Kupole Aldona	큐폴 알도나와 대화
設置暮星之鑰	Install the night star key	저녁별 열쇠 설치
打倒迪歐尼斯	Defeat Dionys	디오니스 제압
與奎波爾達伊巴對話	Talk to Kupole Daiva	큐폴 다이바와 대화
請去找魔族收監所第4區的奎波爾達伊巴	Meet Kupole Daiva at District 4 in the Demon's Prison	마족수감소 4구역의 큐폴 다이바를 찾아가세요
追擊哈勃克	Chase after Hauberk	하우벅 추적
請與奎波爾達伊巴對話	Talk to Kupole Daiva	큐폴 다이바와 대화하세요
消滅哈勃克的走卒	Defeat the servants of Hauberk	하우벅의 졸개 처치
收集哈勃克的靈魂碎片	Collect Hauberk's Soul Fragments	하우벅의 영혼조각 수집
請在伊丁卡獨居房入口與奎波爾達伊巴對話	Talk to Kupole Daiva in front of the entrance of the poisonous room of Idinga	이딩가 독실 입구에서 큐폴 다이바와 대화하세요
回收哈勃克的靈魂碎片	Retrieve the pieces of the spirit of Hauberk	하우벅의 영혼조각 회수
請在伊丁卡獨居房前與奎波爾達伊巴對話	Talk to Kupole Daiva in front of Idinga	이덩가 동식 앞에서 큐폴 다이바와 대화하세요
逼迫哈勃克	Pursue Hauberk	하우벅 몰아넣기
請與奎波爾達伊巴對話	Talk to Kupole Daiva	큐폴 다이바와 대화와 대화하세요
與奎波爾希奇答對話	Talk to Kupole Sigita	큐폴 시기타와 대화
請與奎波爾希奇答對話	Talk to Kupole Sigita	큐폴 시기타와 대화하세요
打倒哈勃克	Suppress Hauberk	하우벅 제압
收集轉移傷痕	Collect the traces of the metastasis	전이의 흔적 수집
讓魔族怪物服從	Make the demons obey you	마족 몬스터 복종 시키기
用暮星符文讓魔族失去攻擊能力	Neutralize the demons using the Evening Star Rune	저녁별 룬으로 마족 무력화시키기
獲得死囚標誌	Obtain the symbol of the condemned criminal	사형수의 징표 획득
收集死囚標誌	Collect the symbols of the condemend criminal	사형수의 징표 수집
封印轉移縫隙	Seal the space of the metastasis	전이틈새 봉인
消滅想逃跑的怪物	Defeat the monsters that are trying to escape	탈출하려는 몬스터 처치
